StudyName,Include,Design,IndependentVariable,IndependentType,DependentVariable,DependentType,DependentSubType,LinkType,TotalSampleSize,InterventionDuration,ExperimentalGroup,ExperimentalGroupN,ExperimentalGroup2,ExperimentalGroup2N,ExperimentalGroup3,ExperimentalGroup3N,ControlGroup,ControlGroupN,MeanAge,PercFemale,AgeGroup,CognitiveStatus,BMIBaseline,SessionAdherence,TestType,TestTypeSub,FitnessMeasure,ChangeinFM,ChangeinFMStandardized,InterventionIntensity,ConversionToNorton2010,ConversionToGarber2011,IntensityAdherence,SessionsPerWeek,DurationInMinutes,WeeklyMinutes,TrueInterventionToincreaseFitness?,refID,Notes
Pierce1993,Y,Intervention,AerobicTraining,Activity,DigitSpan,Backward,NA,Null,99.0,16.0,Aerobic,41.0,Resistance,35.0,NA,NaN,Waitlist,23.0,44.3,62.0,Middle,CognitivelyNormal,NaN,84.0,TreadmillModifiedBalke,Max,V02Peak,5.1,0.1604,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3.0,50.0,150.0,Yes,10.1037//0278-6133.12.4.286,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx
Pierce1993,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Null,99.0,16.0,Aerobic,41.0,Resistance,35.0,NA,NaN,Waitlist,23.0,44.3,62.0,Middle,CognitivelyNormal,NaN,84.0,TreadmillModifiedBalke,Max,V02Peak,5.1,0.1604,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3.0,50.0,150.0,Yes,10.1037//0278-6133.12.4.286,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx
Pierce1993,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,NA,Null,99.0,16.0,Aerobic,41.0,Resistance,35.0,NA,NaN,Waitlist,23.0,44.3,62.0,Middle,CognitivelyNormal,NaN,84.0,TreadmillModifiedBalke,Max,V02Peak,5.1,0.1604,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3.0,50.0,150.0,Yes,10.1037//0278-6133.12.4.286,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx
Vaughan2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,NA,Positive,49.0,16.0,Aerobic,25.0,NA,NaN,NA,NaN,Waitlist,24.0,69.0,100.0,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,UnclearNoData,10.1093/ageing/afu010,NA
Vaughan2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,NA,Positive,49.0,16.0,Aerobic,25.0,NA,NaN,NA,NaN,Waitlist,24.0,69.0,100.0,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,UnclearNoData,10.1093/ageing/afu010,NA
Vaughan2014,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Positive,49.0,16.0,Aerobic,25.0,NA,NaN,NA,NaN,Waitlist,24.0,69.0,100.0,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,UnclearNoData,10.1093/ageing/afu010,NA
Vaughan2014,Y,Intervention,AerobicTraining,Activity,VerbalFluency,NA,NA,Positive,49.0,16.0,Aerobic,25.0,NA,NaN,NA,NaN,Waitlist,24.0,69.0,100.0,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,UnclearNoData,10.1093/ageing/afu010,NA
Vaughan2014,Y,Intervention,AerobicTraining,Activity,BDNF,Plasma,NA,Positive,49.0,16.0,Aerobic,25.0,NA,NaN,NA,NaN,Waitlist,24.0,69.0,100.0,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,UnclearNoData,10.1093/ageing/afu010,NA
Gschwind2015,Y,Intervention,Exergames,Activity,Stroop,NA,NA,Null,136.0,16.0,Exergames,71.0,NA,NaN,NA,NaN,Educational,65.0,74.7,61.2,Older,CognitivelyNormal,NaN,24.4,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,60.0,180.0,UnclearNoData,10.1186/s11556-015-0155-6,"Exergame, seems similar to dance?"
Gschwind2015,Y,Intervention,Exergames,Activity,DigitSpan,Backward,NA,Null,136.0,16.0,Exergames,71.0,NA,NaN,NA,NaN,Educational,65.0,74.7,61.2,Older,CognitivelyNormal,NaN,24.4,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,60.0,180.0,UnclearNoData,10.1186/s11556-015-0155-6,"Exergame, seems similar to dance?"
Gschwind2015,Y,Intervention,Exergames,Activity,TrailMaking,A,NA,Null,136.0,16.0,Exergames,71.0,NA,NaN,NA,NaN,Educational,65.0,74.7,61.2,Older,CognitivelyNormal,NaN,24.4,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,60.0,180.0,UnclearNoData,10.1186/s11556-015-0155-6,"Exergame, seems similar to dance?"
Gschwind2015,Y,Intervention,Exergames,Activity,TrailMaking,B,NA,Null,136.0,16.0,Exergames,71.0,NA,NaN,NA,NaN,Educational,65.0,74.7,61.2,Older,CognitivelyNormal,NaN,24.4,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,60.0,180.0,UnclearNoData,10.1186/s11556-015-0155-6,"Exergame, seems similar to dance?"
Schoene2015,Y,Intervention,Exergames,Activity,Stroop,NA,NA,Null,81.0,16.0,Exergames,39.0,NA,NaN,NA,NaN,Nointervention,42.0,81.5,66.7,Older,Mixed,NaN,NaN,NA,NA,NA,NaN,NaN,PerceivedExertion-LightToModerate,Light-Moderate,Light-Moderate,Self-report,3.0,20.0,60.0,UnclearNoData,10.1371/journal.pone.0145161,"Exergame, seems similar to dance? Low adherence, only 9 of the group did at least 66% of the sessions"
Schoene2015,Y,Intervention,Exergames,Activity,TrailMaking,A,NA,Null,81.0,16.0,Exergames,39.0,NA,NaN,NA,NaN,Nointervention,42.0,81.5,66.7,Older,Mixed,NaN,NaN,NA,NA,NA,NaN,NaN,PerceivedExertion-LightToModerate,Light-Moderate,Light-Moderate,Self-report,3.0,20.0,60.0,UnclearNoData,10.1371/journal.pone.0145161,"Exergame, seems similar to dance? Low adherence, only 9 of the group did at least 66% of the sessions"
Schoene2015,Y,Intervention,Exergames,Activity,TrailMaking,B,NA,Null,81.0,16.0,Exergames,39.0,NA,NaN,NA,NaN,Nointervention,42.0,81.5,66.7,Older,Mixed,NaN,NaN,NA,NA,NA,NaN,NaN,PerceivedExertion-LightToModerate,Light-Moderate,Light-Moderate,Self-report,3.0,20.0,60.0,UnclearNoData,10.1371/journal.pone.0145161,"Exergame, seems similar to dance? Low adherence, only 9 of the group did at least 66% of the sessions"
Schoene2015,Y,Intervention,Exergames,Activity,TrailMaking,B,AdjustedFromTrailA,Null,81.0,16.0,Exergames,39.0,NA,NaN,NA,NaN,Nointervention,42.0,81.5,66.7,Older,Mixed,NaN,NaN,NA,NA,NA,NaN,NaN,PerceivedExertion-LightToModerate,Light-Moderate,Light-Moderate,Self-report,3.0,20.0,60.0,UnclearNoData,10.1371/journal.pone.0145161,"Exergame, seems similar to dance? Low adherence, only 9 of the group did at least 66% of the sessions"
Stroth2010,Y,Intervention,AerobicTraining,Activity,Nback,NA,NA,Null,75.0,17.0,Aerobic,47.0,NA,NaN,NA,NaN,Nointervention,28.0,22.7,85.33,YoungAdult,CognitivelyNormal,22.5,NaN,NA,NA,NA,NaN,NaN,LactateThreshold,Vigorous,Vigorous,HrMonitorSelf,3.0,NaN,NaN,UnclearNoData,10.1016/j.nlm.2010.08.003,"blood samples from ear for lactate measures to test fitness while running around outdoor track at increasing speeds. Exercised at lactate threshold. Only runners with Val allele decreased RT significantly in nback, nothing in RT. "
Stroth2010,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Positive,75.0,17.0,Aerobic,47.0,NA,NaN,NA,NaN,Nointervention,28.0,22.7,85.33,YoungAdult,CognitivelyNormal,22.5,NaN,NA,NA,NA,NaN,NaN,LactateThreshold,Vigorous,Vigorous,HrMonitorSelf,3.0,NaN,NaN,UnclearNoData,10.1016/j.nlm.2010.08.003,"blood samples from ear for lactate measures to test fitness while running around outdoor track at increasing speeds. Exercised at lactate threshold. Only runners with Val allele decreased RT significantly in nback, nothing in RT. "
Albinet2016,Y,Intervention,AerobicTraining,Activity,Task-switching,NA,NA,Null,36.0,21.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,17.0,67.0,72.2,Older,CognitivelyNormal,NaN,80.3,RockportWalk,Estimated,V02Max,3.49,0.141,40-65%HrReserve,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2.0,60.0,120.0,Yes,10.1016/j.biopsycho.2016.01.010,"24.75 to 28.24 estimated v02max, both groups improved on 2-back"
Albinet2016,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Positive,36.0,21.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,17.0,67.0,72.2,Older,CognitivelyNormal,NaN,80.3,RockportWalk,Estimated,V02Max,3.49,0.141,40-65%HrReserve,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2.0,60.0,120.0,Yes,10.1016/j.biopsycho.2016.01.010,"24.75 to 28.24 estimated v02max, both groups improved on 2-back"
Albinet2016,Y,Intervention,AerobicTraining,Activity,Nback,NA,NA,Positive,36.0,21.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,17.0,67.0,72.2,Older,CognitivelyNormal,NaN,80.3,RockportWalk,Estimated,V02Max,3.49,0.141,40-65%HrReserve,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2.0,60.0,120.0,Yes,10.1016/j.biopsycho.2016.01.010,"24.75 to 28.24 estimated v02max, both groups improved on 2-back"
Antunes2015a,Y,Intervention,AerobicTraining,Activity,VerbalPairedAssociates,NA,NA,Positive,46.0,24.0,Cycling,23.0,NA,NaN,NA,NaN,NoContact,23.0,68.08,0.0,Older,CognitivelyNormal,27.06,NaN,CyclingMaxTest,Max,V02Max,9,0.4737,VT1,Moderate,Moderate,HrMonitorSupervised,3.0,60.0,180.0,Yes,10.1590/1414-431X20154529,"Adherence presumably high. Cardiorespiratory fitness improved for the aerobic group, reported as 48% increase. Looks about like 19, to 28 but not reported."
Antunes2015b,Y,Intervention,AerobicTraining,Activity,LogicalMemory,NA,WMS-III,Positive,51.0,24.0,Aerobic,23.0,Leisure,11.0,NA,NaN,Waitlist,17.0,64.65,100.0,Older,CognitivelyNormal,26.9,NaN,TreadmillModifiedBruce,Max,V02Max,5,0.1852,VT1,Moderate,Moderate,Unclear,3.0,60.0,180.0,Yes,10.1007/s11357-015-9815-8,"large baseline differences between groups. V02max increase not reported , but looks about like 27 to 32.confusing statistical tests."
Antunes2015b,Y,Intervention,AerobicTraining,Activity,ComplexFigure,Configural,Rey-Osterrieth,Null,51.0,24.0,Aerobic,23.0,Leisure,11.0,NA,NaN,Waitlist,17.0,64.65,100.0,Older,CognitivelyNormal,26.9,NaN,TreadmillModifiedBruce,Max,V02Max,5,0.1852,VT1,Moderate,Moderate,Unclear,3.0,60.0,180.0,Yes,10.1007/s11357-015-9815-8,"large baseline differences between groups. V02max increase not reported , but looks about like 27 to 32.confusing statistical tests."
Antunes2015b,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,NA,Null,51.0,24.0,Aerobic,23.0,Leisure,11.0,NA,NaN,Waitlist,17.0,64.65,100.0,Older,CognitivelyNormal,26.9,NaN,TreadmillModifiedBruce,Max,V02Max,5,0.1852,VT1,Moderate,Moderate,Unclear,3.0,60.0,180.0,Yes,10.1007/s11357-015-9815-8,"large baseline differences between groups. V02max increase not reported , but looks about like 27 to 32.confusing statistical tests."
Antunes2015b,Y,Intervention,AerobicTraining,Activity,DigitSpan,NA,NA,Null,51.0,24.0,Aerobic,23.0,Leisure,11.0,NA,NaN,Waitlist,17.0,64.65,100.0,Older,CognitivelyNormal,26.9,NaN,TreadmillModifiedBruce,Max,V02Max,5,0.1852,VT1,Moderate,Moderate,Unclear,3.0,60.0,180.0,Yes,10.1007/s11357-015-9815-8,"large baseline differences between groups. V02max increase not reported , but looks about like 27 to 32.confusing statistical tests."
Baker2010a,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,NA,Null,28.0,24.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,9.0,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.1006,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.3233/JAD-2010-100768,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,ListLearning,Delayed,NA,Null,28.0,24.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,9.0,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.1006,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.3233/JAD-2010-100768,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,BDNF,Plasma,NA,Null,28.0,24.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,9.0,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.1006,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.3233/JAD-2010-100768,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,IGF1,Plasma,NA,Null,28.0,24.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,9.0,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.1006,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.3233/JAD-2010-100768,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Positive,28.0,24.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,9.0,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.1006,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.3233/JAD-2010-100768,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Positive,28.0,24.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,9.0,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.1006,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.3233/JAD-2010-100768,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,Task-switching,NA,NA,Positive,28.0,24.0,Aerobic,19.0,NA,NaN,NA,NaN,Stretch,9.0,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.1006,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.3233/JAD-2010-100768,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010b,Y,Intervention,AerobicTraining,Activity,ListLearning,Delayed,NA,Null,33.0,24.0,Aerobic,23.0,NA,NaN,NA,NaN,Stretch,10.0,70.0,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.1001/archneurol.2009.307,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,NA,Null,33.0,24.0,Aerobic,23.0,NA,NaN,NA,NaN,Stretch,10.0,70.0,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.1001/archneurol.2009.307,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,NA,Positive,33.0,24.0,Aerobic,23.0,NA,NaN,NA,NaN,Stretch,10.0,70.0,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.1001/archneurol.2009.307,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Positive,33.0,24.0,Aerobic,23.0,NA,NaN,NA,NaN,Stretch,10.0,70.0,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.1001/archneurol.2009.307,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,NA,Null,33.0,24.0,Aerobic,23.0,NA,NaN,NA,NaN,Stretch,10.0,70.0,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.1001/archneurol.2009.307,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,NA,Positive,33.0,24.0,Aerobic,23.0,NA,NaN,NA,NaN,Stretch,10.0,70.0,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.1001/archneurol.2009.307,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,Task-switching,NA,NA,Null,33.0,24.0,Aerobic,23.0,NA,NaN,NA,NaN,Stretch,10.0,70.0,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4.0,60.0,240.0,Yes,10.1001/archneurol.2009.307,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Christofoletti2008,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Semantic,NA,Positive,54.0,24.0,Multicomponent,12.0,Physiotherapy,12.0,NA,NaN,Nointervention,17.0,74.3,68.5,Older,Dementia,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,5.0,120.0,600.0,No,10.1177/0269215507086239,Motor training in dementia. Limited exercise - multicomponent (walking included with occupational and social interaction)
Eggenberger2015,N,Intervention,Dance,Activity,LogicalMemory,Immediate,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,Dance,Activity,PairedAssociates,NA,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,LogicalMemory,Immediate,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,PairedAssociates,NA,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,PairedAssociates,NA,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,Dance,Activity,TrailMaking,A,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,Dance,Activity,TrailMaking,B,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,TrailMaking,A,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,TrailMaking,B,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,TrailMaking,A,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,TrailMaking,B,PracticeEffect,Positive,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,Dance,Activity,DigitSpan,Forward,NA,Null,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,DigitSpan,Forward,NA,Null,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,DigitSpan,Forward,NA,Null,71.0,24.0,Dance,24.0,Multicomponent,22.0,Walking,25.0,NA,NaN,80.8,64.79,Older,CognitivelyNormal,NaN,87.1,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,2.0,60.0,120.0,UnclearNoData,10.2147/CIA.S87732,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Hildreth2015,Y,Intervention,AerobicTraining,Activity,LogicalMemory,NA,NA,Null,66.0,24.0,Aerobic,17.0,Pioglitazone,25.0,NA,NaN,NoContact,25.0,65.0,53.03,Older,MCI,29.0,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.1,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3.0,60.0,180.0,Yes,10.1159/000371509,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition."
