StudyName,Include,Design,IndependentVariable,IndependentType,DependentVariable,DependentType,DependentSubType,LinkType,TotalSampleSize,InterventionDuration,ExperimentalGroup,ExperimentalGroupN,ExperimentalGroup2,ExperimentalGroup2N,ExperimentalGroup3,ExperimentalGroup3N,ControlGroup,ControlGroupN,MeanAge,PercFemale,AgeGroup,CognitiveStatus,BMIBaseline,SessionAdherence,TestType,TestTypeSub,FitnessMeasure,ChangeinFM,ChangeinFMStandardized,InterventionIntensity,ConversionToNorton2010,ConversionToGarber2011,IntensityAdherence,SessionsPerWeek,DurationInMinutes,WeeklyMinutes,TrueInterventionToincreaseFitness?,Notes
Baker2010a,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,,Null,28,24,Aerobic,19,,,,,Stretch,9,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.10060,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,ListLearning,Delayed,,Null,28,24,Aerobic,19,,,,,Stretch,9,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.10060,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,BDNF,Plasma,,Null,28,24,Aerobic,19,,,,,Stretch,9,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.10060,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,IGF1,Plasma,,Null,28,24,Aerobic,19,,,,,Stretch,9,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.10060,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Positive,28,24,Aerobic,19,,,,,Stretch,9,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.10060,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,Stroop,,,Positive,28,24,Aerobic,19,,,,,Stretch,9,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.10060,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010a,Y,Intervention,AerobicTraining,Activity,Task-switching,,,Positive,28,24,Aerobic,19,,,,,Stretch,9,69.39,64.3,Older,CognitivelyNormal,30.6,93.75,TreadmillModifiedBalke,Max,V02Peak,0.18,0.10060,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,1.79 to 1.97 in v02peak - Balke maximal graded exercise treadmill test (l/min)
Baker2010b,Y,Intervention,AerobicTraining,Activity,ListLearning,Delayed,,Null,33,24,Aerobic,23,,,,,Stretch,10,70,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11000,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,,Null,33,24,Aerobic,23,,,,,Stretch,10,70,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11000,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,,Positive,33,24,Aerobic,23,,,,,Stretch,10,70,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11000,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,Stroop,,,Positive,33,24,Aerobic,23,,,,,Stretch,10,70,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11000,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,,Null,33,24,Aerobic,23,,,,,Stretch,10,70,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11000,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,,Positive,33,24,Aerobic,23,,,,,Stretch,10,70,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11000,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Baker2010b,Y,Intervention,AerobicTraining,Activity,Task-switching,,,Null,33,24,Aerobic,23,,,,,Stretch,10,70,51.5,Older,MCI,28.6,93.75,TreadmillModifiedBalke,Max,V02Peak,11%,0.11000,75-85%HRReserve,Vigorous,Vigorous,HrMonitorSelf,4,60,240,Yes,"List learning - doesn't specificy what test (RAVLT similar?) - sex specific biomarker differences in BDNF, Cortisol, IGF1, glucose disposal, and homeostasis model assesment… sex difference for stroop, only positive in females."
Christofoletti2008,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Semantic,,Positive,54,24,Multicomponent,12,Physiotherapy,12,,,Nointervention,17,74.3,68.5,Older,Dementia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,600,No,Motor training in dementia. Limited exercise - multicomponent (walking included with occupational and social interaction)
Eggenberger2015,N,Intervention,Dance,Activity,LogicalMemory,Immediate,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,Dance,Activity,PairedAssociates,,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,LogicalMemory,Immediate,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,PairedAssociates,,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,PairedAssociates,,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,Dance,Activity,TrailMaking,A,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,Dance,Activity,TrailMaking,B,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,TrailMaking,A,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,TrailMaking,B,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,TrailMaking,A,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,TrailMaking,B,PracticeEffect,Positive,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,Dance,Activity,DigitSpan,forward,,Null,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,MulticomponentTraining,Activity,DigitSpan,forward,,Null,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Eggenberger2015,N,Intervention,AerobicTraining,Activity,DigitSpan,forward,,Null,71,24,Dance,24,Multicomponent,22,Walking,25,,,80.8,64.79,Older,CognitivelyNormal,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,2,60,120,UnclearNoData,"PA is technically the contorl group. Practice effects? Dance/mrmory versus physical is one data point, reporting time effects."
Hildreth2015,Y,Intervention,AerobicTraining,Activity,LogicalMemory,,,Null,66,24,Aerobic,17,Pioglitazone,25,,,NoContact,25,65,53.03,Older,MCI,29,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.10000,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.
Fasting glucose, mg/dl Fasting insulin, μU/ml Leptin, ng/ml
Total cholesterol, mg/dl Triglycerides, mg/dl HDL cholesterol, mg/dl LDL cholesterol, mg/dl CRP, mg/l IL-6, pg/ml
TNF-α, pg/ml. 86.6% average session adherence, 82% of participants attended >65% sessions. 2.0 l/min to 2.2 l/min"
Hildreth2015,Y,Intervention,AerobicTraining,Activity,RAVLT,,,Null,66,24,Aerobic,17,Pioglitazone,25,,,NoContact,25,65,53.03,Older,MCI,29,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.10000,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.
Fasting glucose, mg/dl Fasting insulin, μU/ml Leptin, ng/ml
Total cholesterol, mg/dl Triglycerides, mg/dl HDL cholesterol, mg/dl LDL cholesterol, mg/dl CRP, mg/l IL-6, pg/ml
TNF-α, pg/ml. 86.6% average session adherence, 82% of participants attended >65% sessions. 2.0 l/min to 2.2 l/min"
Hildreth2015,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,,Null,66,24,Aerobic,17,Pioglitazone,25,,,NoContact,25,65,53.03,Older,MCI,29,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.10000,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.
Fasting glucose, mg/dl Fasting insulin, μU/ml Leptin, ng/ml
Total cholesterol, mg/dl Triglycerides, mg/dl HDL cholesterol, mg/dl LDL cholesterol, mg/dl CRP, mg/l IL-6, pg/ml
TNF-α, pg/ml. 86.6% average session adherence, 82% of participants attended >65% sessions. 2.0 l/min to 2.2 l/min"
Hildreth2015,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,66,24,Aerobic,17,Pioglitazone,25,,,NoContact,25,65,53.03,Older,MCI,29,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.10000,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.
Fasting glucose, mg/dl Fasting insulin, μU/ml Leptin, ng/ml
Total cholesterol, mg/dl Triglycerides, mg/dl HDL cholesterol, mg/dl LDL cholesterol, mg/dl CRP, mg/l IL-6, pg/ml
TNF-α, pg/ml. 86.6% average session adherence, 82% of participants attended >65% sessions. 2.0 l/min to 2.2 l/min"
Hildreth2015,Y,Intervention,AerobicTraining,Activity,TrailMaking,,,Null,66,24,Aerobic,17,Pioglitazone,25,,,NoContact,25,65,53.03,Older,MCI,29,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.10000,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.
Fasting glucose, mg/dl Fasting insulin, μU/ml Leptin, ng/ml
Total cholesterol, mg/dl Triglycerides, mg/dl HDL cholesterol, mg/dl LDL cholesterol, mg/dl CRP, mg/l IL-6, pg/ml
TNF-α, pg/ml. 86.6% average session adherence, 82% of participants attended >65% sessions. 2.0 l/min to 2.2 l/min"
Hildreth2015,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,,Null,66,24,Aerobic,17,Pioglitazone,25,,,NoContact,25,65,53.03,Older,MCI,29,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.10000,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.
Fasting glucose, mg/dl Fasting insulin, μU/ml Leptin, ng/ml
Total cholesterol, mg/dl Triglycerides, mg/dl HDL cholesterol, mg/dl LDL cholesterol, mg/dl CRP, mg/l IL-6, pg/ml
TNF-α, pg/ml. 86.6% average session adherence, 82% of participants attended >65% sessions. 2.0 l/min to 2.2 l/min"
Hötting2012,Y,Intervention,AerobicTraining,Activity,VerbalPairedAssociates,,,Positive,68,24,Aerobic,36,Stretching,32,,,NoContact,18,48.13,66,Middle,CognitivelyNormal,26.98,80,CyclingMaxTest,Max,V02Peak,4.23,0.14950,85%Aerobic-AnaerobicThreshold,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2,60,120,Yes,28.3 v02 peak at baseline for cycling group 32.53 after - only 1.6 sessions per week for 24 weeks. Goal 2x week. V02 15%
Hötting2012,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,68,24,Aerobic,36,Stretching,32,,,NoContact,18,48.13,66,Middle,CognitivelyNormal,26.98,80,CyclingMaxTest,Max,V02Peak,4.23,0.14950,85%Aerobic-AnaerobicThreshold,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2,60,120,Yes,28.3 v02 peak at baseline for cycling group 32.53 after - only 1.6 sessions per week for 24 weeks. Goal 2x week. V02 15%
Klusmann2010,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,,Positive,230,24,Aerobic,80,Computer,81,,,NoContact,69,73.6,100,Older,CognitivelyNormal,NA,NA,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,3,90,270,UnclearNoData,6 min walking test was fitness measure
Klusmann2010,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,,Positive,230,24,Aerobic,80,Computer,81,,,NoContact,69,73.6,100,Older,CognitivelyNormal,NA,NA,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,3,90,270,UnclearNoData,6 min walking test was fitness measure
Klusmann2010,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,Animal,Null,230,24,Aerobic,80,Computer,81,,,NoContact,69,73.6,100,Older,CognitivelyNormal,NA,NA,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,3,90,270,UnclearNoData,6 min walking test was fitness measure
Klusmann2010,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Positive,230,24,Aerobic,80,Computer,81,,,NoContact,69,73.6,100,Older,CognitivelyNormal,NA,NA,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,3,90,270,UnclearNoData,6 min walking test was fitness measure
Klusmann2010,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,230,24,Aerobic,80,Computer,81,,,NoContact,69,73.6,100,Older,CognitivelyNormal,NA,NA,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,3,90,270,UnclearNoData,6 min walking test was fitness measure
Kramer2002,Y,Intervention,AerobicTraining,Activity,RAVLT,Immediate,,Null,124,24,Aerobic,58,,,,,Stretch,60,67.3,73.39,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.10%,0.05100,65-70%V02Max,Vigorous,Vigorous,NA,3,40,120,Yes,21.5 vO2 max to 22.6 - presumably high adherence
Kramer2002,Y,Intervention,AerobicTraining,Activity,RAVLT,Delayed,,Null,124,24,Aerobic,58,,,,,Stretch,60,67.3,73.39,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.10%,0.05100,65-70%V02Max,Vigorous,Vigorous,NA,3,40,120,Yes,21.5 vO2 max to 22.6 - presumably high adherence
Kramer2002,Y,Intervention,AerobicTraining,Activity,RAVLT,Recognition,,Positive,124,24,Aerobic,58,,,,,Stretch,60,67.3,73.39,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.10%,0.05100,65-70%V02Max,Vigorous,Vigorous,NA,3,40,120,Yes,21.5 vO2 max to 22.6 - presumably high adherence
Kramer2002,Y,Intervention,AerobicTraining,Activity,Nback,Verbal,,Null,124,24,Aerobic,58,,,,,Stretch,60,67.3,73.39,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.10%,0.05100,65-70%V02Max,Vigorous,Vigorous,NA,3,40,120,Yes,21.5 vO2 max to 22.6 - presumably high adherence
Kramer2002,Y,Intervention,AerobicTraining,Activity,Nback,Spatial,,Null,124,24,Aerobic,58,,,,,Stretch,60,67.3,73.39,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.10%,0.05100,65-70%V02Max,Vigorous,Vigorous,NA,3,40,120,Yes,21.5 vO2 max to 22.6 - presumably high adherence
Kramer2002,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,,Null,124,24,Aerobic,58,,,,,Stretch,60,67.3,73.39,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.10%,0.05100,65-70%V02Max,Vigorous,Vigorous,NA,3,40,120,Yes,21.5 vO2 max to 22.6 - presumably high adherence
Kramer2002,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,,Null,124,24,Aerobic,58,,,,,Stretch,60,67.3,73.39,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.10%,0.05100,65-70%V02Max,Vigorous,Vigorous,NA,3,40,120,Yes,21.5 vO2 max to 22.6 - presumably high adherence
Kramer2002,Y,Intervention,AerobicTraining,Activity,Flanker,,,Positive,124,24,Aerobic,58,,,,,Stretch,60,67.3,73.39,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.10%,0.05100,65-70%V02Max,Vigorous,Vigorous,NA,3,40,120,Yes,21.5 vO2 max to 22.6 - presumably high adherence
Kramer2002,Y,Intervention,AerobicTraining,Activity,Task-switching,,,Positive,124,24,Aerobic,58,,,,,Stretch,60,67.3,73.39,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.10%,0.05100,65-70%V02Max,Vigorous,Vigorous,NA,3,40,120,Yes,21.5 vO2 max to 22.6 - presumably high adherence
Lautenschlager2008,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,,Null,138,24,Aerobic,69,,,,,Educational,69,68.7,45.65,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,"APOE4.. Analysis at 18 month follow up, physical activity intervention told to increase if active or do 150 min."
Law2014,Y,Intervention,AerobicTraining,Activity,ListLearning,Immediate,CVVLT,Positive,83,24,Aerobic,43,,,,,Cognitive,40,73.8,60.24,Older,MCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,50,65,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence"
Law2014,Y,Intervention,AerobicTraining,Activity,ListLearning,Delayed,CVVLT,Positive,83,24,Aerobic,43,,,,,Cognitive,40,73.8,60.24,Older,MCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,50,65,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence"
Law2014,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,,Positive,83,24,Aerobic,43,,,,,Cognitive,40,73.8,60.24,Older,MCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,50,65,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence"
Law2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,,Positive,83,24,Aerobic,43,,,,,Cognitive,40,73.8,60.24,Older,MCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,50,65,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence"
Law2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,,Null,83,24,Aerobic,43,,,,,Cognitive,40,73.8,60.24,Older,MCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,50,65,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence"
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,AVLT,,German,Positive,62,24,Aerobic,20,Stretching,21,,,Nointervention,21,60.2,69.35,Older,CognitivelyNormal,28.5,94,CyclingMaxTest,Estimate,ErgometerStressTest,NA,NA,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3,50,150,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery"
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,LeftPrefrontalVolume,Volume,,Positive,62,24,Aerobic,20,Stretching,21,,,Nointervention,21,60.2,69.35,Older,CognitivelyNormal,28.5,94,CyclingMaxTest,Estimate,ErgometerStressTest,NA,NA,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3,50,150,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery"
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,LeftCingulateVolume,Volume,,Positive,62,24,Aerobic,20,Stretching,21,,,Nointervention,21,60.2,69.35,Older,CognitivelyNormal,28.5,94,CyclingMaxTest,Estimate,ErgometerStressTest,NA,NA,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3,50,150,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery"
